uid,issue_type,row_position,column,aligned_value,db_test_value,aligned_normalized,db_test_normalized
59b94d58-885a-4883-9813-70226555dadc,different_values,576,event_type,,Seizure,,seizure
59b94d58-885a-4883-9813-70226555dadc,different_values,576,time_unit,,Individual,,individual
59b94d58-885a-4883-9813-70226555dadc,different_values,576,date_1,,2025-07-23 00:00:00,,2025-07-23 00:00:00
59b94d58-885a-4883-9813-70226555dadc,different_values,576,year,,2025,,2025
59b94d58-885a-4883-9813-70226555dadc,different_values,576,month,,7,,7
59b94d58-885a-4883-9813-70226555dadc,different_values,576,day,,23,,23
59b94d58-885a-4883-9813-70226555dadc,different_values,576,drug_type,,Cocaine,,cocaine
59b94d58-885a-4883-9813-70226555dadc,different_values,576,quantity,,2000.0,,20000
59b94d58-885a-4883-9813-70226555dadc,different_values,576,weight_unit,,Kilogram,,kilogram
59b94d58-885a-4883-9813-70226555dadc,different_values,576,modus_operandi/place_seizure,,Maritime vessel,,maritime vessel
59b94d58-885a-4883-9813-70226555dadc,different_values,576,sub_modus_operandi,,lancha,,lancha
59b94d58-885a-4883-9813-70226555dadc,different_values,576,region,,South America,,south america
59b94d58-885a-4883-9813-70226555dadc,different_values,576,country,,Ecuador,,ecuador
59b94d58-885a-4883-9813-70226555dadc,different_values,576,department/state,,Manabí,,manabí
59b94d58-885a-4883-9813-70226555dadc,different_values,576,description,,Dos toneladas de droga incautadas en altamar en las costas de Manabí,,dos toneladas de droga incautadas en altamar en las costas de manabí
59b94d58-885a-4883-9813-70226555dadc,different_values,576,source_link,,https://www.eltelegrafo.com.ec/noticias/nacionales/44/bloque-seguridad-droga-altamar-manabi,,https://wwweltelegrafocomec/noticias/nacionales/44/bloque-seguridad-droga-altamar-manabi
59b94d58-885a-4883-9813-70226555dadc,different_values,576,archived_link,Archived Link - ,Archived Link - Ecuador,archived link -,archived link - ecuador
d1e7e0e9-71d3-44d5-b9be-cc790f1c4882,different_values,577,date_1,2025-07-24,2025-07-24 00:00:00,2025-07-24,2025-07-24 00:00:00
8f11e48e-3822-472f-8728-f80fb1088218,different_values,578,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
d8489169-8133-4d60-864d-b75693d7dbb4,different_values,579,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
e21e8ab7-c5d6-42b1-97fa-dcb9d4384106,different_values,580,date_1,2025-07-23,2025-07-23 00:00:00,2025-07-23,2025-07-23 00:00:00
1f3ecde1-3ad3-4ce0-bf73-cb07f7c4659b,different_values,581,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
2d2a4e68-ea6e-4ab4-99a0-0e75f8ac2f8a,different_values,582,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
9aea0cfe-5697-45d5-82c6-cf16abd739e8,different_values,583,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
ae2076f9-bb01-44df-9b43-b49544e7819f,different_values,584,date_1,2025-07-20,2025-07-20 00:00:00,2025-07-20,2025-07-20 00:00:00
ae2076f9-bb01-44df-9b43-b49544e7819f,different_values,584,country,Puerto Rico,United States,puerto rico,united states
ae2076f9-bb01-44df-9b43-b49544e7819f,different_values,584,department/state,,Puerto Rico,,puerto rico
ae2076f9-bb01-44df-9b43-b49544e7819f,different_values,584,archived_link,Archived Link - Puerto Rico,Archived Link - United States,archived link - puerto rico,archived link - united states
01c0d00e-5aa8-4ce9-a0f1-21054c8e0566,different_values,585,date_1,2025-07-27,2025-07-27 00:00:00,2025-07-27,2025-07-27 00:00:00
e2cec25c-fc2e-4d20-8cc3-733c215fc13b,different_values,586,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
2512fb54-1ae0-4cfb-95ae-1526f45da0be,different_values,587,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
568a2d2a-e30a-4f2c-90e8-1f68c36a21a4,different_values,588,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
4c195388-62cb-4903-b4fc-a417438b43a6,different_values,589,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
656f7d78-b6d4-4064-8218-9a56df9ca3d3,different_values,590,date_1,2025-07-27,2025-07-27 00:00:00,2025-07-27,2025-07-27 00:00:00
349146c2-26bd-4565-872f-6ed496484eb8,different_values,591,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
5106fac7-5ecc-47ec-b3fd-01125374f270,different_values,592,date_1,2025-07-21,2025-07-21 00:00:00,2025-07-21,2025-07-21 00:00:00
28c3187d-b388-4a35-9690-ce9423842383,different_values,593,date_1,2025-07-28,2025-07-28 00:00:00,2025-07-28,2025-07-28 00:00:00
f235b85b-0670-424b-b368-845324fcdc2d,different_values,594,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
34f51ba7-b8d5-402e-8cb2-05bca2852678,different_values,595,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
482860dc-e29d-47e9-877a-f6f1b9641038,different_values,596,date_1,2025-07-25,2025-07-25 00:00:00,2025-07-25,2025-07-25 00:00:00
b7862beb-ec71-4ca2-828f-bd6e6ebc9162,different_values,597,date_1,2025-07-27,2025-07-27 00:00:00,2025-07-27,2025-07-27 00:00:00
962e9bad-2c31-4d9b-bc59-05e841797d85,different_values,598,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
a5bea1aa-fd3f-4ae8-b797-6a9fc7413a89,different_values,599,date_1,2025-07-17,2025-07-17 00:00:00,2025-07-17,2025-07-17 00:00:00
814e4b32-42b3-4d57-abf3-b8969c047e0c,different_values,600,date_1,2025-07-25,2025-07-25 00:00:00,2025-07-25,2025-07-25 00:00:00
b3aedc67-8081-49c6-92df-2ae9a4cfb52c,different_values,601,date_1,2025-07-23,2025-07-23 00:00:00,2025-07-23,2025-07-23 00:00:00
4e6fade5-21f8-4167-a12d-cb6865b979d1,different_values,602,date_1,2025-07-28,2025-07-28 00:00:00,2025-07-28,2025-07-28 00:00:00
cb0cb41b-f97f-4af1-9307-39ffd9abab87,different_values,603,date_1,2025-07-27,2025-07-27 00:00:00,2025-07-27,2025-07-27 00:00:00
d616cb3b-abf9-4763-ab08-ad4485a0aeb7,different_values,604,date_1,2025-07-28,2025-07-28 00:00:00,2025-07-28,2025-07-28 00:00:00
3827a110-c22a-459b-8744-c9b1ef6d740b,different_values,605,date_1,2025-07-28,2025-07-28 00:00:00,2025-07-28,2025-07-28 00:00:00
e4bd0fcb-0f8a-4c6d-9676-8794c9874250,different_values,606,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
e6a597f7-6797-4eea-8bd3-98cdb5ddf6dc,different_values,607,date_1,2025-07-11,2025-07-11 00:00:00,2025-07-11,2025-07-11 00:00:00
6dbd77cc-bbac-4784-9f7f-17858595a6b4,different_values,608,date_1,2025-07-02,2025-07-02 00:00:00,2025-07-02,2025-07-02 00:00:00
6d584efb-893b-4d2a-917d-54dd7d925232,different_values,609,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
32fa6794-2a08-4f4e-abac-5f7442e1c9f4,different_values,610,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
693acbca-7f5a-4447-a0bb-46f500ec3634,different_values,611,date_1,2025-07-28,2025-07-28 00:00:00,2025-07-28,2025-07-28 00:00:00
3b68609a-3e29-4973-a950-a64bc22bd233,different_values,612,date_1,2025-07-27,2025-07-27 00:00:00,2025-07-27,2025-07-27 00:00:00
2093faac-51f2-47c8-927c-0620388a0988,different_values,613,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
d253245f-3f08-4457-916a-f595993e0321,different_values,614,date_1,2025-07-28,2025-07-28 00:00:00,2025-07-28,2025-07-28 00:00:00
bb6be3e8-cc09-40b9-8935-3617da2710a1,different_values,615,date_1,2025-07-30,2025-07-30 00:00:00,2025-07-30,2025-07-30 00:00:00
402a3ce6-edd3-44f9-a2a4-070554f2f577,different_values,616,date_1,2025-07-30,2025-07-30 00:00:00,2025-07-30,2025-07-30 00:00:00
96212e0f-9e65-46cd-a71b-ba36e6682df5,different_values,617,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
5f56ea5a-733b-49f9-9e23-b26f8d54eacd,different_values,618,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
a587144e-7471-4d05-b7d7-2527e87d5bd4,different_values,619,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
2db52df1-37b5-4300-ba00-00fe154c15ba,different_values,620,date_1,2025-07-26,2025-07-26 00:00:00,2025-07-26,2025-07-26 00:00:00
e7e4a09d-82f2-4035-9d82-75d968bb6071,different_values,621,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
aba67089-ab77-409b-b52d-a70888f8b0ac,different_values,622,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
dd052632-4888-437d-baca-afb2c2391f37,different_values,623,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
5f721bde-c96b-43f0-97b3-268b88c2de33,different_values,624,date_1,2025-08-01,2025-08-01 00:00:00,2025-08-01,2025-08-01 00:00:00
092e280a-482e-47c1-80f6-ace67a61c6d8,different_values,625,date_1,2025-07-30,2025-07-30 00:00:00,2025-07-30,2025-07-30 00:00:00
b340dc2f-7b56-4072-a2e7-f42def771b56,different_values,626,date_1,2025-07-15,2025-07-15 00:00:00,2025-07-15,2025-07-15 00:00:00
d2b48d92-5ec0-4819-b1e1-53d64a9af1a7,different_values,627,date_1,2025-06-24,2025-06-24 00:00:00,2025-06-24,2025-06-24 00:00:00
9bf24834-6c4c-4ad2-9bc6-b3826bac0f3c,different_values,628,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
a7ca427d-fe8c-41a6-8d1f-5f60fd964495,different_values,629,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
2f5980e5-64e6-418d-988e-f8bcb36e4beb,different_values,630,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
bc4befa4-d151-436f-96c6-a6f90cdbd873,different_values,631,date_1,2025-07-31,2025-07-31 00:00:00,2025-07-31,2025-07-31 00:00:00
9b21a27e-472c-43a1-bd93-9c5a62bbac58,different_values,632,date_1,2025-08-01,2025-08-01 00:00:00,2025-08-01,2025-08-01 00:00:00
863c2d68-1c82-4222-bf42-8c3adabd907a,different_values,633,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
2b426c9f-0ee7-4f90-9114-80e7c2775dd6,different_values,634,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
f9fcf00b-73a4-4ec2-8cb8-9c5fef11c9f2,different_values,635,date_1,2025-08-03,2025-08-03 00:00:00,2025-08-03,2025-08-03 00:00:00
c85dd770-93db-4928-9c5c-adcb8b126031,different_values,636,date_1,2025-08-05,2025-08-05 00:00:00,2025-08-05,2025-08-05 00:00:00
8f210c34-27cd-4f89-8c28-913ea11dd6e6,different_values,637,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
611a04c1-65a8-459d-8901-634b86b39b3f,different_values,638,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
3ca0824e-ca35-4235-b055-45643536cc82,different_values,639,date_1,2025-08-02,2025-08-02 00:00:00,2025-08-02,2025-08-02 00:00:00
64d0b894-886f-4bb6-9c09-a63b3524cec0,different_values,640,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
900bfdbb-68fa-4e39-b821-fd26bb6b5e9c,different_values,641,date_1,2025-08-02,2025-08-02 00:00:00,2025-08-02,2025-08-02 00:00:00
57fec00c-35b1-49d7-b5e6-4dd2e18856a1,different_values,642,date_1,2025-08-05,2025-08-05 00:00:00,2025-08-05,2025-08-05 00:00:00
c1f6e56e-9964-434d-ba40-56f8dee5d593,different_values,643,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
4d4403a7-6295-4030-86cf-c97b78e11be8,different_values,644,date_1,2025-08-05,2025-08-05 00:00:00,2025-08-05,2025-08-05 00:00:00
f370f993-1563-4f5b-a38e-39a946ea9897,different_values,645,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
18dfd321-dd99-4747-96a0-4a3f0ad4dc56,different_values,646,date_1,2025-05-10,2025-05-10 00:00:00,2025-05-10,2025-05-10 00:00:00
559ce704-9e90-40f2-897b-74bc15cb71cf,different_values,647,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
b7d6213a-69ea-4604-925b-0097f6ca2118,different_values,648,date_1,2025-08-02,2025-08-02 00:00:00,2025-08-02,2025-08-02 00:00:00
66b622f9-3185-4d9c-98d2-a160f4d796f6,different_values,649,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
329b028f-c6fd-4052-8bfb-4eeb676e2020,different_values,650,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
7d1152fe-6eb6-4552-aeca-bc8ba6bd7853,different_values,651,date_1,2025-08-07,2025-08-07 00:00:00,2025-08-07,2025-08-07 00:00:00
54940a6d-4e2b-4b9e-b20b-9d634ed3d42b,different_values,652,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
94762051-77f7-4d9e-bc0f-ea8dc3d70ac0,different_values,653,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
94762051-77f7-4d9e-bc0f-ea8dc3d70ac0,different_values,653,municipality/port,,Puerto Rico,,puerto rico
ff58a697-0fd9-4535-b44d-18214e3fbbb9,different_values,654,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
fd3cae64-146e-4b78-8ebf-787f7543bad6,different_values,655,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
d1bddee4-cc39-4f36-885e-3b41384f85c3,different_values,656,date_1,2025-08-07,2025-08-07 00:00:00,2025-08-07,2025-08-07 00:00:00
19210077-a859-404d-888e-d70d0a6e2e44,different_values,657,date_1,2025-07-23,2025-07-23 00:00:00,2025-07-23,2025-07-23 00:00:00
80734d87-32bc-4e2d-b917-0da09486a03c,different_values,658,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
8027cccb-de4c-472a-be85-9f1c99548bcf,different_values,659,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
e7b4c2ed-378e-4356-b2f2-2a1b60c9f890,different_values,660,date_1,2025-08-07,2025-08-07 00:00:00,2025-08-07,2025-08-07 00:00:00
5c02a857-9518-40fb-9f30-47d03e2049f8,different_values,661,date_1,2025-08-07,2025-08-07 00:00:00,2025-08-07,2025-08-07 00:00:00
d7f6dda2-e78e-4078-b444-7d1ada74f248,different_values,662,date_1,2025-08-08,2025-08-08 00:00:00,2025-08-08,2025-08-08 00:00:00
d1cbcbef-4c34-4480-a999-c1eb5c24b7f5,different_values,663,date_1,2025-07-08,2025-07-08 00:00:00,2025-07-08,2025-07-08 00:00:00
98c904ff-acd4-4992-b056-db6f9bbe61ac,different_values,664,date_1,2025-08-07,2025-08-07 00:00:00,2025-08-07,2025-08-07 00:00:00
522559c9-5177-457a-84af-78b3d87d46c6,different_values,665,date_1,2025-08-08,2025-08-08 00:00:00,2025-08-08,2025-08-08 00:00:00
fa27e0ae-e05e-4da4-a329-d22cbcd501ba,different_values,666,date_1,2025-08-07,2025-08-07 00:00:00,2025-08-07,2025-08-07 00:00:00
9cf782f3-1ca0-4ac1-bfd1-5026813c8e5b,different_values,667,date_1,2025-08-05,2025-08-05 00:00:00,2025-08-05,2025-08-05 00:00:00
3edc1f79-a0d5-4ca2-aa2b-949e4dc5e3fd,different_values,668,date_1,2025-08-05,2025-08-05 00:00:00,2025-08-05,2025-08-05 00:00:00
eca47e83-31bf-478c-bc0d-dc348d6dba7a,different_values,669,date_1,2025-07-29,2025-07-29 00:00:00,2025-07-29,2025-07-29 00:00:00
8df9a99f-01b9-42e3-8e3f-3ce9aca6ef8b,different_values,670,date_1,2025-08-10,2025-08-10 00:00:00,2025-08-10,2025-08-10 00:00:00
b6edf947-8a7e-4989-8719-789eddfa9207,different_values,671,date_1,2025-07-23,2025-07-23 00:00:00,2025-07-23,2025-07-23 00:00:00
0055a32d-7541-4ffd-a317-e2a8a5d3d5bf,different_values,672,date_1,2025-08-10,2025-08-10 00:00:00,2025-08-10,2025-08-10 00:00:00
6c742932-52e4-4313-875c-a4021a6ab07f,different_values,673,date_1,2025-08-04,2025-08-04 00:00:00,2025-08-04,2025-08-04 00:00:00
6c742932-52e4-4313-875c-a4021a6ab07f,different_values,673,date_2,2025-08-10,2025-08-10 00:00:00,2025-08-10,2025-08-10 00:00:00
96391d3e-672b-4870-a22a-a175ae647d7a,different_values,674,date_1,2025-07-30,2025-07-30 00:00:00,2025-07-30,2025-07-30 00:00:00
8dde1c8d-794b-4b7f-9f10-c9a60a44bd88,different_values,675,date_1,2025-08-12,2025-08-12 00:00:00,2025-08-12,2025-08-12 00:00:00
56024505-6404-4935-80ff-156d78f328a8,different_values,676,date_1,2025-08-12,2025-08-12 00:00:00,2025-08-12,2025-08-12 00:00:00
31c6b394-2416-429e-8a9b-9dc29a36f379,different_values,677,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
4edcf620-13c9-4034-bb3a-6b25813c8488,different_values,678,date_1,2025-08-12,2025-08-12 00:00:00,2025-08-12,2025-08-12 00:00:00
92ab05ab-4f82-4482-b22a-730a66cb0218,different_values,679,date_1,2025-08-08,2025-08-08 00:00:00,2025-08-08,2025-08-08 00:00:00
55d9b914-fb35-4f56-b1d5-912a3150d63a,different_values,680,date_1,2025-08-12,2025-08-12 00:00:00,2025-08-12,2025-08-12 00:00:00
9639a756-aab9-4d5f-814f-6aefd2ff5751,different_values,681,date_1,2025-08-09,2025-08-09 00:00:00,2025-08-09,2025-08-09 00:00:00
3dc8f68e-efa1-49c4-8cdc-e285de82de56,different_values,682,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
c2b4cef9-c021-4f13-b849-aa685cbfe6e7,different_values,683,date_1,2025-08-06,2025-08-06 00:00:00,2025-08-06,2025-08-06 00:00:00
d93a1c0f-5225-4cca-b0d4-15d75e05b4ae,different_values,684,date_1,2025-08-07,2025-08-07 00:00:00,2025-08-07,2025-08-07 00:00:00
68b09c69-08b7-4b76-a4d9-7a9f426bcc32,different_values,685,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
e0da1db2-0cfe-45c3-93a6-3f15031e710f,different_values,686,date_1,2025-08-09,2025-08-09 00:00:00,2025-08-09,2025-08-09 00:00:00
1c35d922-a6b4-41c6-a59d-e9d112076fa5,different_values,687,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
87f6cc78-ba15-4d5a-b8d6-578f9589494d,different_values,688,date_1,2025-08-10,2025-08-10 00:00:00,2025-08-10,2025-08-10 00:00:00
a165f5e2-1a0d-43f5-b753-9b9264e8a348,different_values,689,date_1,2025-08-09,2025-08-09 00:00:00,2025-08-09,2025-08-09 00:00:00
fdaa7e4c-72b3-48e9-a694-9a880ecfbc3e,different_values,690,date_1,2025-08-09,2025-08-09 00:00:00,2025-08-09,2025-08-09 00:00:00
808226a6-021c-445c-bff8-6ac1bbd7ed52,different_values,691,date_1,2025-08-08,2025-08-08 00:00:00,2025-08-08,2025-08-08 00:00:00
808226a6-021c-445c-bff8-6ac1bbd7ed52,different_values,691,weight_unit,Other (explain in Description),Tablets,other (explain in description),tablets
1b956682-7478-46e5-ac24-3e503e925347,different_values,692,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
edbc5908-a011-4d7c-9e92-02e383aaad65,different_values,693,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
daefb908-de59-45fd-84be-a7727d4a65cb,different_values,694,date_1,2025-08-12,2025-08-12 00:00:00,2025-08-12,2025-08-12 00:00:00
0a87400a-de87-4c1f-a71c-92087d8ceedb,different_values,695,date_1,2025-07-24,2025-07-24 00:00:00,2025-07-24,2025-07-24 00:00:00
46976865-54e0-4eec-a216-6feaadbcd054,different_values,696,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
567f4b15-8ee3-4fff-8898-557591f0bcb8,different_values,697,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
2a192347-8fcd-419d-a3a5-ff791e79c319,different_values,698,date_1,2025-08-11,2025-08-11 00:00:00,2025-08-11,2025-08-11 00:00:00
c12c945c-4eeb-43b3-8a24-7868b37b2ab1,different_values,699,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
f3dde7dc-d328-454b-a6e8-d5144ff8ae27,different_values,700,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
741360a3-c7b4-4775-add0-0850ddd06285,different_values,701,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
952c2414-2ff3-4c1e-b721-638abdab9898,different_values,702,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
d03ae9da-bca1-4180-b103-dbcda2c8107c,different_values,703,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
dbea5a93-efac-4cd7-ae52-fbf7f642d3a6,different_values,704,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
793b8dd0-992c-48dd-99f7-ccb1f74783fb,different_values,705,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
bf8e139a-5d74-44f7-8fc6-6bfce0d891eb,different_values,706,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
ecd83728-336b-439a-aad7-d118b5c94642,different_values,707,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
cef07dbc-ea3b-47ad-8e40-381b6506b5f5,different_values,708,date_1,2025-08-08,2025-08-08 00:00:00,2025-08-08,2025-08-08 00:00:00
0b7c995f-5803-4f91-9e4f-a1fdff1cbe38,different_values,709,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
7c12b94e-30f5-4e0c-b944-5a7534a0367e,different_values,710,date_1,2025-07-12,2025-07-12 00:00:00,2025-07-12,2025-07-12 00:00:00
802ae99c-b60d-4df4-8e22-2787210c638c,different_values,711,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
6840290e-ea07-4522-a78a-9d29bf2773a3,different_values,712,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
b17bd13f-ad66-4a62-974f-cf79e8cacd8c,different_values,713,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
a46c0fbd-042f-4b87-b098-684f240c3a3d,different_values,714,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
1ce0466c-7e82-414f-9211-0b97dba83976,different_values,715,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
9f48e38b-8b36-46f1-99e5-52b1972d154a,different_values,716,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
b85d3a22-9815-413d-9e31-1120cf43ea56,different_values,717,date_1,2025-07-12,2025-07-12 00:00:00,2025-07-12,2025-07-12 00:00:00
765d90ac-92b8-493e-9727-28315ba842a4,different_values,718,date_1,2025-08-10,2025-08-10 00:00:00,2025-08-10,2025-08-10 00:00:00
a6ad178e-76a1-4484-bc77-3f5cc8d7bb0d,different_values,719,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
c64258ee-e221-4639-b14c-a64732c24135,different_values,720,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
701dc3c3-c7c5-4331-8720-8c64b0c161f1,different_values,721,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
4a34a622-9364-49b3-b63a-108c4473bd45,different_values,722,date_1,2025-08-12,2025-08-12 00:00:00,2025-08-12,2025-08-12 00:00:00
6ea54595-6dc3-4238-9981-fb96e9f03bb7,different_values,723,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
ee2a54e1-32ef-4434-8ded-3f40999c1621,different_values,724,date_1,2025-08-17,2025-08-17 00:00:00,2025-08-17,2025-08-17 00:00:00
aab57b51-5a87-401f-b87a-99d47bb80c6e,different_values,725,date_1,2025-08-15,2025-08-15 00:00:00,2025-08-15,2025-08-15 00:00:00
2a91e2b4-6636-429b-919d-c4c748da631e,different_values,726,date_1,2025-08-15,2025-08-15 00:00:00,2025-08-15,2025-08-15 00:00:00
909b0f2d-42c0-4dc6-b931-66fc000a45fa,different_values,727,date_1,2025-08-14,2025-08-14 00:00:00,2025-08-14,2025-08-14 00:00:00
91da49c9-e55c-4615-a848-a47d7532878d,different_values,728,date_1,2025-08-15,2025-08-15 00:00:00,2025-08-15,2025-08-15 00:00:00
98b51de7-4551-46e0-9970-995ab5f07bf1,different_values,729,date_1,2025-08-13,2025-08-13 00:00:00,2025-08-13,2025-08-13 00:00:00
f71da1b6-e918-456a-a949-654fbbe9d675,different_values,730,date_1,2025-08-12,2025-08-12 00:00:00,2025-08-12,2025-08-12 00:00:00
4cbe75f8-d204-4ee1-9be9-3a3f2394a127,different_values,731,date_1,2025-08-16,2025-08-16 00:00:00,2025-08-16,2025-08-16 00:00:00
2b42fddf-4aa7-42a2-af62-6d676d2e3f74,different_values,732,date_1,2025-08-15,2025-08-15 00:00:00,2025-08-15,2025-08-15 00:00:00
5379d834-6b41-469c-abef-b537bf9068fb,different_values,733,date_1,2025-08-16,2025-08-16 00:00:00,2025-08-16,2025-08-16 00:00:00
5d0c41b5-6b97-4058-86a3-d980f1dd424b,different_values,734,date_1,2025-08-17,2025-08-17 00:00:00,2025-08-17,2025-08-17 00:00:00
f90ffebd-dd0e-4739-b473-a616099f13e9,different_values,735,date_1,2025-08-16,2025-08-16 00:00:00,2025-08-16,2025-08-16 00:00:00
4376c093-e398-492c-94a3-9796a0bebd19,different_values,736,date_1,2025-08-18,2025-08-18 00:00:00,2025-08-18,2025-08-18 00:00:00
663fcac6-c3c7-406f-a278-45f2c208e7ac,different_values,737,date_1,2025-08-18,2025-08-18 00:00:00,2025-08-18,2025-08-18 00:00:00
88533cc2-81a3-43ae-a8bd-efaaa5f2d94e,different_values,738,date_1,2025-08-18,2025-08-18 00:00:00,2025-08-18,2025-08-18 00:00:00
6275ecf6-11a4-41f1-84fc-21f810fc79f4,different_values,739,date_1,2025-08-17,2025-08-17 00:00:00,2025-08-17,2025-08-17 00:00:00
921e5e3c-483b-470c-bf35-6aafe30d2ca7,different_values,740,date_1,2025-08-17,2025-08-17 00:00:00,2025-08-17,2025-08-17 00:00:00
