event_type,time_unit,date_1,date_2,year,month,day,duration,drug_type,quantity,weight_unit,modus_operandi,sub_modus_operandi,region,country,department/state,municipality/port,origin_country,origin_area,origin_municipality,transit_1_region,transit_1_country,transit_1_department/state,transit_1_municipality/port,transit_2_region,transit_2_country,transit_2_department/state,transit_2_municipality/port,destination_1_region,destination_1_country,destination_1_department/state,destination_1_municipality/port,destination_2_country,destination_2_municipality/port,description,criminal_group_1,criminal_group_2,criminal_group_3,source_link,archived_link,project_interested,uid
Seizure,Individual,2025-06-22,,2025,6,22,,Cocaine,1100.0,Kilogram,Land,,South America,Colombia,Cauca,Piendamó,Colombia,Narino,Pasto,,,,,,,,,,,,,,,"During an inspection of a white Kenworth tanker tractor, agents discovered a hidden hydraulic cache containing 1,100 kilograms of cocaine hydrochloride. ",,,,https://www.eltiempo.com/colombia/otras-ciudades/incautan-mas-de-una-tonelada-de-cocaina-en-la-via-panamericana-cauca-3465978,Archived Link - Colombia,,f0e9fdb5-eebd-4d63-a6f1-b08c94b77f01
Seizure,Individual,2025-08-24,,2025,8,24,,Cocaine,1100.0,Kilogram,Land,Laboratorio destruido en zona rural,South America,Colombia,Cauca,El Tambo,Colombia,Cauca,El Tambo,,,,,,,,,,,,,,,"Destruido un megalaboratorio en zona rural de El Tambo, Cauca, con 1.100 kg de cocaína cristalizada y 14 kg de base de coca; gran cantidad de insumos químicos.",,,,https://www.vanguardia.com/colombia/2025/08/24/destruyen-megalaboratorio-de-cocaina-en-cauca-avaluado-en-20000-millones/,Archived Link - Colombia,,ba833ef2-2465-4d40-b0a6-f72d1ad1d94e
Seizure,Individual,2025-10-02,,2025,10,2,,Cocaine,1200.0,Kilogram,Land,Seized in transport operation,South America,Brazil,Rio Grande do Norte,Natal,,,,,,,,,,,,,,,,,,PF seized 1.2 tonnes of cocaine in Natal.,,,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2025/10/02/apreensao-pf-rn.ghtml ,,,58a6ef04-1393-4429-b2cb-9c38a6fd6007
Seizure,Individual,2025-10-02,,2025,10,2,,Cocaine,1200.0,Kilogram,Land,Follow-up investigation targeting ex-police officer,South America,Brazil,Rio Grande do Norte,Natal,,,,,,,,,,,,,,,,,,Ex-police officer investigated after seizure of 1.2 tonnes of cocaine in Natal.,,,,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2025/10/02/policial-reformado-e-alvo-de-buscas-apos-apreensao-de-12-tonelada-de-cocaina-em-natal.ghtml ,,,6a0a6d65-bea3-4bd5-83ef-6f24e2640c4e
Seizure,Individual,2025-08-08,,2025,8,8,,Cocaine,1200.0,Kilogram,Container,Concealed in banana shipment from Colombia,Europe,Netherlands,Zeeland,Vlissingen Port,Colombia,,,,,,,,,,,Europe,Netherlands,,,,,"Dutch Customs seized 1,200 kg of cocaine hidden in bananas from Colombia at Vlissingen port. Follow-up by Zeehavenpolitie led to arrest (12 Aug 2025) of 43-year-old Amsterdam resident, with cash (€19,000), a car, hemp (1kg) and digital media seized. Drugs destroyed by Douane TBB.",,,,https://www.om.nl/actueel/nieuws/2025/08/13/een-aanhouding-na-vondst-van-1200-kilo-cocaine-in-haven-vlissingen,Archived Link - Netherlands,,df187c8e-b4cf-4e60-bc2b-dba82d0b84bc
Seizure,Individual,2025-09-28,,2025,9,28,,Other (explain in Description),1200.0,Kilogram,Container,Cocaine mixed into 1.2 ton molasses shipment,South America,Netherlands,,,,,,,,,,,,,,,,,,,,Netherlands seized cocaine hidden in molasses from Ecuador; linked to Los Shottas.,Los Shottas,,,https://www.elcolombiano.com/colombia/shottas-exportan-cocaina-decomiso-paises-bajos-melaza-paz-total-BJ29577789,Archived Link - Netherlands,,5aaccd90-fbf6-4d70-a433-7b3699f9c2d3
Seizure,Individual,2025-09-28,,2025,9,28,,Other (explain in Description),1200.0,Kilogram,Container,Cocaine mixed into 1.2 ton molasses shipment,South America,Netherlands,,,,,,,,,,,,,,,,,,,,Netherlands seized cocaine hidden in molasses from Ecuador; linked to Los Shottas.,Los Shottas,,,https://www.elcolombiano.com/colombia/shottas-exportan-cocaina-decomiso-paises-bajos-melaza-paz-total-BJ29577789,Archived Link - Netherlands,,6fbaefeb-9978-4e8f-a785-a7c77733d40f
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1200.0,Kilogram,Land,,South America,Peru,Mariscal Ramón Castilla,,,,,,,,,,,,,,United States,,,,,"Peruvian police seized 1.2 tons of cocaine in the province of Mariscal Ramón Castilla, Peru, a town near the border with Putumayo.",,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/las-conexiones-de-la-incautacion-de-mas-de-tonelada-de-cocaina-en-peru-con-los-grupos-armados-en-colombia-3458598,Archived Link - Peru,,6f7bedee-74c4-4079-83aa-7637e526871f
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1200.0,Kilogram,Land,,South America,Peru,Loreto,Mariscal Ramón Castilla,,,,,,,,,,,,,United States,,,,,"incautación de 1.2 toneladas de cocaína en la Provincia de Mariscal Ramón Castilla (Perú), una población cercana a la frontera con Putumayo.",estructura criminal de alias Freider,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/las-conexiones-de-la-incautacion-de-mas-de-tonelada-de-cocaina-en-peru-con-los-grupos-armados-en-colombia-3458598,Archived Link - Peru,,5726d762-221e-4f30-aa77-2a0150f668ab
Seizure,Individual,2025-05-31,,2025,5,31,,Cocaine,1268.0,Package,Container,,Central America,Panama,Colon,Colon Port,,,,Central America,Panama,,,,,,,Europe,Spain,,,,,"1,268 packages were found in container at colon port headed to Spain",,,,https://www.barrons.com/news/spanish/panama-decomisa-mas-de-8-000-paquetes-de-droga-con-destino-a-europa-b710992a,Archived Link - Panama,,bd24f0e0-2b89-4a84-b4a7-cd999878adbf
Seizure,Individual,2025-05-31,,2025,5,31,,Cocaine,1268.0,Package,Container,,Central America,Panama,Colon,Colon,,,,Central America,Panama,,,,,,,Europe,Spain,,,,,"Se encontraron 1.268 paquetes en un contenedor en la terminal portuaria de Colón, enviados de Panamá hacia España",,,,https://www.panamaamerica.com.pa/provincias/incautan-mas-de-7-mil-paquetes-de-drogas-en-una-terminal-portuaria-de-colon-1249637,Archived Link - Panama,,265c654b-2506-4889-b9c5-78071eb22729
Seizure,Individual,2025-04-05,,2025,4,5,,Cocaine,1300.0,Kilogram,Maritime,,South America,Ecuador,Islas Galápagos,,,,,,,,,,,,,,Mexico,,,United States,,Tres personas fueron detenidas con 1.3 toneladas de cocaína en el mar de las Islas Galápagos. LAs drogas tenian como destino el mercado norteamericano (Mexico & US),,,,https://www.ecuavisa.com/noticias/seguridad/tonelada-cocaina-mar-galapagos-tres-detenidos-FM9295153,Archived Link - Ecuador,,0027f90f-a4d4-4815-94f3-43d8b0ca40af
Seizure,Individual,2025-05-04,,2025,5,4,,Cocaine,1300.0,Kilogram,Maritime,,South America,Ecuador,Islas Galápagos,,,,,,,,,,,,,,Mexico,,,United States,,Utoridades interceptaron un bote con 1.3 toneladas de cocaína en el mar de las Islas Galápagos. Se presume que las drogas tenian como destino Mexico y USA,,,,https://www.ecuavisa.com/noticias/seguridad/tonelada-cocaina-mar-galapagos-tres-detenidos-FM9295153,Archived Link - Ecuador,,668f7182-43f0-49d5-8a10-056688d471fb
Seizure,Individual,2025-07-23,,2025,7,23,,Cocaine,1300.0,Kilogram,Maritime,"Launch, drug jettison",South America,Ecuador,Manabí, Manta,,,,,,,,,,,,,United States,,,,,A joint operation by Ecuador’s Navy and National Police intercepted a small vessel approximately 100 nautical miles off the coast of Manta; the occupants abandoned the craft and jettisoned 37 jute sacks of cocaine weighing about 1.3 tonnes (USD 45 million recoverable). No arrests made.,,,,https://www.eluniverso.com/noticias/seguridad/ecuador-manta-armada-y-policia-confiscan-13-toneladas-de-droga-en-operativo-en-manta-nota/,Archived Link - Ecuador,,1bbeb2d7-20a2-418c-8da2-7aa68dd83681
Seizure,Individual,2025-03-26,,2025,3,26,,Cocaine,1300.0,Kilogram,Maritime,Go fast boat,Central America,El Salvador,El Cordoncillo,,,,,,Ecuador,,,,,,,,,,,,,six Guatemalans and three Ecuadorians—were detained on three boats transporting the load of cocaine,,,,https://www.laprensagrafica.com/elsalvador/Marina-salvadorena-incauta-1.3-toneladas-de-cocaina-de-tres-embarcaciones-en-la-Bocana-El-Cordoncillo-20250326-0097.html,Archived Link - El Salvador,,11d0fae4-6b09-46d9-b3e5-3fac736905d5
Seizure,Individual,2025-07-20,,2025,7,20,,Cocaine,1300.0,Kilogram,Maritime,LPV boat,Central America,El Salvador,,,,,,,,,,,,,,,,,,,,"Salvadoran naval unit “Tridente” intercepted a low-profile vessel southwest of Estero de Jaltepeque, seizing 1.3 t of cocaine (valued at USD 33 M); three nationals (2 Ecuadorians, 1 Colombian) arrested.",,,,https://www.laprensagrafica.com/elsalvador/Decomisan-1.3-toneladas-de-cocaina-valoradas-en-33-millones-cerca-del-Estero-de-Jaltepeque-20250720-0055.html,Archived Link - El Salvador,,df438b40-7627-4931-aaf8-2b67c41cd592
Seizure,Individual,2025-07-22,,2025,7,22,,Cocaine,1300.0,Kilogram,Maritime,Low-profile vessel,South America,El Salvador,Pacific maritime zone,,,,,,,,,,,,,,,,,,,1.3 t of cocaine seized by Salvadoran Navy from a low‑profile vessel intercepted ~600 nm southwest of Bocana El Cordoncillo near Estero de Jaltepeque; valued at USD 33 million.,,,,https://www.gazetaexpress.com/es/kapet-ne-mes-te-detit-kokaine-me-vlere-33-milione-dollare/,Archived Link - El Salvador,,9e59108f-8e39-4bdd-bcc7-52b58c81e772
Seizure,Individual,2025-08-10,,2025,8,10,,Cocaine,1345.0,Kilogram,Land,Camión interceptado → cocaína oculta dentro de cajas de madera,Europe,France,Gironde,Cestas (near Bordeaux),,,,Europe,Spain,,,,,,,Europe,France,,,,,"Camión procedente de España interceptado en A63, Bordeaux → 1,345 t de cocaína oculta en cajas de madera. ",,,,https://www.lefigaro.fr/bordeaux/1-3-tonne-de-cocaine-saisie-dans-un-camion-pres-de-bordeaux-pour-une-valeur-estimee-entre-30-et-40-millions-d-euros-20250814,Archived Link - France,,cde1ab1f-267d-44d2-a944-ccf52c31d779
Seizure,Individual,2025-08-10,,2025,8,10,,Cocaine,1345.0,Kilogram,Land,Hidden in wooden crates inside truck,Europe,France,Nouvelle‑Aquitaine (Gironde),Cestas,,,,Europe,Spain,,,Europe,France,Nouvelle‑Aquitaine (Gironde),Cestas,,,,,,,"Gendarmerie intercepted a Spain‑origin truck with 1,345 kg of cocaine concealed in wooden crates on the A63 near Bordeaux.",,,,https://lessor.org/operationnel/gironde-1-3-tonne-de-cocaine-saisie-dans-un-camion-venant-d-espagne/,Archived Link - France,,08da32d4-6525-4a5c-a07f-eae10757eb83
Seizure,Individual,2025-06-08,,2025,6,8,,Cocaine,1500.0,Kilogram,Land,,South America,Colombia,Huila,Pitalito,,,,,,,,,,,,,,,,,,"Durante una operación militar adelantada en zona rural del municipio de Pitalito, al sur del Huila, integrantes del Ejército incautaron 1.500 kilogramos de clorhidrato de cocaína de alta pureza y capturaron a un sujeto en flagrancia. De acuerdo con los militares que participaron en esta intervención de control, la droga tendría como destino el exterior y pertenecería al grupo armado al margen de la ley Comandos de Frontera, una disidencia de las Farc.",Comandos de la Frontera (disidencia de las FARC),,,https://www.elpais.com.co/judicial/encuentran-poderoso-cargamento-de-cocaina-camuflado-en-la-rueda-de-una-tractomula-0841.html,Archived Link - Colombia,,9c44d4e7-ab41-4ba8-9b8e-d78e01eeb7cc
Seizure,Individual,2025-06-18,,2025,6,18,,Cocaine,1500.0,Kilogram,Land,,South America,Colombia,Huila,Pitalito,Colombia,,,,,,,,,,,,,,,,,"cocaina incautada
En una operación conjunta en zona rural de Pitalito, se incautaron 1500 kilogramos de clorhidrato de cocaína y capturaron a un sujeto en flagrancia. La droga tendría como destino el exterior y pertenecería al GAO-r Comandos de Frontera.",Comandos de la Frontera,,,https://www.policia.gov.co/noticia/lucha-contra-narcotrafico-0,Archived Link - Colombia,,964adbc8-6006-4ba4-9e53-46419dbfb03a
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1500.0,Kilogram,Maritime,,North America,Mexico,Jalisco,,,,,,,,,,,,,,,,,,,Mexican security forces seized 1.5 tons of cocaine in a maritime operation in Pacific waters off the coast of Jalisco,,,,https://www.eleconomista.com.mx/politica/marina-anuncia-nuevo-golpe-narco-mar-aseguran-1-5-toneladas-cocaina-jalisco-20250529-761308.html,Archived Link - Mexico,,d98a851e-d962-4d76-a3b9-7667c6abb1ad
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1500.0,Kilogram,Maritime,,North America,Mexico,Jalisco,,,,,,,,,,,,,,,,,,,"29 de mayo de 2025, la Marina mexicana incautó 1,5 toneladas de cocaína en aguas del Pacífico, frente a la costa del estado de Jalisco. El cargamento consistía en 38 fardos con 1.500 paquetes de cocaína, con un valor estimado de casi 19 millones de dólares.",,,,https://noticias.uol.com.br/ultimas-noticias/afp/2025/05/29/marinha-apreende-15-tonelada-de-cocaina-na-costa-do-pacifico-mexicano.htm,Archived Link - Mexico,,85883b57-5733-415e-8fc1-732401eae03b
Seizure,Individual,2025-09-19,,2025,9,19,,Cocaine,1515.0,Kilogram,Container,Hidden among boxes of bananas in a container aboard the ship ‘Cool Emerald’ bound for San Petersburgo,Europe,Russia,San Petersburgo,,,,,South America,Ecuador,,,,,,,Europe,Russia,San Petersburgo,,,,"This seizure involves 1.5 metric tons (1,515 kg net, 1,750 kg gross) of cocaine concealed in a shipment of bananas from Ecuador aboard the ship *Cool Emerald*, intercepted at San Petersburgo; valued at approx USD 250 million",,,,https://www.ecuavisa.com/noticias/seguridad/decomiso-cocaina-rusia-banano-FE10143868,Archived Link - Russia,,82b48f33-959e-4442-b56f-ea2dc5c1c4f4
Other (explain in Description),Other (explain in Description),2025-09-29,,2025,9,29,,Cocaine,1515.0,Kilogram,Container,,Europe,Russia,,St Petersburg,,,,Europe,Russia,,,,,,,,,,,,,Russia announced record cocaine seizure traced to Ecuador–Russia route.,,,,https://planv.com.ec/historias/crimen-organizado/incautacion-record-de-cocaina-en-rusia-destaca-nueva-ruta-de-trafico-desde-ecuador/,Archived Link - Russia,,9037e9b2-8fb1-4de2-906d-cd368c888075
Other (explain in Description),Other (explain in Description),2025-09-29,,2025,9,29,,Cocaine,1515.0,Kilogram,Container,,Europe,Russia,,St Petersburg,,,,Europe,Russia,,,,,,,,,,,,,Russia announced record cocaine seizure traced to Ecuador–Russia route.,,,,https://planv.com.ec/historias/crimen-organizado/incautacion-record-de-cocaina-en-rusia-destaca-nueva-ruta-de-trafico-desde-ecuador/,Archived Link - Russia,,cbd3f64c-d493-4154-ae2d-ddc6b7baf706
Seizure,Individual,2025-03-29,,2025,3,29,,Cocaine,1800.0,Kilogram,Maritime,,North America,Mexico,Guerrero,Acapulco,,,,North America,Mexico,Guerrero,Acapulco,,,,,,,,,,,"En una operación conjunta de varias instituciones mexicanas, se detuvo una embarcación que transportaba 1.800 kilos de aparente cocaína cerca a las costas de Acapulco, Guerrero. 5 personas fueron detenidas.",,,,https://www.gob.mx/semar/prensa/en-costas-de-guerrero-se-aseguraron-alrededor-de-1-800-kilos-de-cocaina-en-la-mar,Archived Link - Mexico,,8af68346-3eda-41c8-a8bf-23f7bf6ccb23
Seizure,Individual,2025-04-21,,2025,4,21,,Cocaine,1800.0,Kilogram,Maritime,,Central America,Mexico,Guerrero,,,,,Central America,Mexico,Guerrero,,,,,,,,,,,,1800 kilos fueron incautados mientras eran transportados en una Go Fast frente a las costas de Guerrero. ,,,,https://www.milenio.com/estados/marina-incauta-4-2-toneladas-de-cocaina-frente-a-costas-de-guerrero,Archived Link - Mexico,,5b951b62-0fce-4ba6-a0e8-81198f4bd315
Seizure,Individual,2025-04-02,,2025,4,2,,Cocaine,2000.0,Kilogram,Container,,Asia,South Korea,Gangwon,Gangneung,,,,,Mexico,,,South America,Ecuador,,,,,,,,,"2 toneladas de cocaína fueron decomisadas en Corea del sur. La carga salió de México y pasó por Ecuador, Panamá y china antes de llegar a Corea. Todavía se busca identificar dónde se dio la contaminación de la carga.",,,,https://www.reuters.com/world/asia-pacific/south-korea-discovers-one-tonne-suspected-cocaine-board-ship-2025-04-02/,Archived Link - South Korea,,8c9684cf-3727-47fb-9470-3e35f7a6155b
Seizure,Individual,2025-04-04,,2025,4,4,,Cocaine,2000.0,Kilogram,Container,,Asia,South Korea,Gangwon,Gangneung,,,,North America,Mexico,,,Central America,Panama,,,Asia,China,,,South Korea,,"Autoridades de Corea del Sur informaron que encontraron dos toneladas de cocaína en un buque que, afirman, salió de México. De acuerdo con elementos de la guardia costera surcoreana el barco, que tenía una bandera noruega, zarpó de tierras aztecas, pero realizó escalas en Ecuador, Panamá y China.",,,,"https://www.cbsnews.com/news/dogs-help-find-record-haul-cocaine-ship-south-korea-fbi/#:~:text=South%20Korea%20discovered%20and%20seized,largest%20drug%20bust%20to%20date.",Archived Link - South Korea,,72f0e467-b1c6-476c-801e-3f302a12ed7b
Seizure,Individual,2025-08-28,,2025,8,28,,Cocaine,2361.0,Kilogram,Land,"Oculta en compartimentos secretos en dos camiones cisterna inspeccionados en el control sur de Tulcán, provincia Carchi, frontera con Colombia.",South America,Ecuador,Carchi,Tulcan,,,,South America,Ecuador,Carchi,Tulcan,,,,,,,,,,,"2,361 kg de cocaína decomisados el 28 de agosto de 2025 en control vial en la frontera con Colombia, en Tulcán; dos ciudadanos colombianos detenidos.",,,,https://efe.com/mundo/2025-08-29/ecuador-cocaina-decomiso-colombianos/,Archived Link - Ecuador,,0bccdd52-eb02-4cb8-811c-aa33be25a8c0
Seizure,Individual,2025-08-28,,2025,8,28,,Cocaine,2361.0,Kilogram,Land,Hidden in structural compartments of tanker trailers,South America,Ecuador,Carchi,Tulcán,Colombia,Rumichaca border area,,South America,Colombia,,,South America,Ecuador,,,,,,,,,"La Policía Nacional del Ecuador ejecutó un contundente operativo antidrogas en la provincia de Carchi el jueves 28 de agosto del 2025, logrando el decomiso de 2 toneladas con 361 kilos de cocaína que eran transportadas en dos vehículos de carga pesada. El operativo, denominado “Centinela 17-18”, se desarrolló en la vía que conecta Tulcán con el interior del país, como parte de los controles estratégicos en zonas fronterizas.",,,,https://www.expreso.ec/actualidad/operativo-centinela-17-18-policia-decomisa-2-toneladas-de-cocaina-en-tulcan-carchi-255118.html,Archived Link - Ecuador,,9e1c496e-0eef-4eba-9ee1-83780c0987fb
Seizure,Individual,2025-08-13,,2025,8,13,,Cocaine,3000.0,Kilogram,Maritime,,Europe,Spain,Canary Islands,,,,,Africa,Cameroon,,Port of Dakhla,Africa,Morocco,Dakhla-Oued Ed-Dahab,Dakhla,Europe,Spain,Canary Islands,,,,"3 tons of cocaine seized from Cameroon-flagged tugboat during joint operation near Canary Islands; vessel acted as mother ship on Atlantic Route from South America/Caribbean to Europe, using Dakhla as staging point.",,,,https://www.moroccoworldnews.com/2025/08/237555/morocco-contributes-to-international-operation-seizes-3-tons-of-cocaine-off-canary-islands/,Archived Link - Spain,,6120d2b7-60f2-49ca-bb05-12332ddb5228
Seizure,Individual,2025-08-13,,2025,8,13,,Cocaine,3000.0,Kilogram,Maritime,Boarding of Cameroonian-flagged tugboat “Sky White” in international waters west of Canary Islands,Europe,Spain,,Islas Canarias,,,,Europe,Spain,,Islas Canarias,,,,,,,,,,,"Tugboat “Sky White” intercepted at sea with ~3,000 kg of cocaine in its structure; vessel escorted to Tenerife for unloading",,,,https://www.newsghana.com.gh/canary-islands-with-moroccan-support-spain-seizes-3-tons-of-cocaine-from-sky-white-tugboat/,Archived Link - Spain,,92b7b0f6-8777-4e03-99e9-810d30d99016
Seizure,Individual,2025-09-11,,2025,9,11,,Cocaine,3000.0,Kilogram,Maritime,,Europe,Spain,Islas Canarias,,Colombia,La Guajira,,,,,,,,,,,,,,,,"El presidente Gustavo Petro informó sobre un nuevo golpe contra el narcotráfico que permitió la incautación de cuatro toneladas de cocaína en dos operativos coordinados entre Colombia y autoridades internacionales. Según explicó el mandatario, una tonelada fue interceptada en el océano Pacífico por la Armada Nacional, mientras que otras tres toneladas fueron decomisadas en aguas internacionales cerca a las islas Canarias, en un trabajo conjunto de la Policía Nacional de Colombia con el FBI, la Guardia Civil de España y autoridades de Portugal.",,,,https://www.radionacional.co/actualidad/presidente-petro-informo-sobre-incantacion-cuatro-toneladas-cocaina,Archived Link - Spain,,86b785c9-66dd-4d8b-9f2f-7723031f961a
Seizure,Individual,2025-06-27,,2025,6,27,,Cocaine,3500.0,Kilogram,Maritime,,North America,Mexico,Guerrero,,,,,,,,,,,,,,,,,,,"The Mexican Navy arrested three foreigners and seized a semi-submersible with more than 3.5 tons of cocaine off the coast of the western state of Guerrero,",,,,https://www.prensa-latina.cu/2025/06/27/mexico-incauta-semisumergible-con-mas-de-35-toneladas-de-cocaina/,Archived Link - Mexico,,5e55bae8-0049-4432-b1a3-7b2c1cfeb1d3
Seizure,Individual,2025-06-28,,2025,6,28,,Cocaine,3500.0,Kilogram,Maritime,Semi-submersible,North America,Mexico,Guerrero,,,,,,,,,,,,,,,,,,,"Efectivos navales aseguraron en costas de Guerrero un semisumergible en el que se transportaban 3.5 toneladas de cocaína, con lo que autoridades federales estiman que se ocasionó una afectación de 846 millones 552 mil pesos y se evitó que 7 millones 200 mil dosis llegaran a la sociedad.",,,,https://www.jornada.com.mx/noticia/2025/06/28/politica/decomisan-sumergible-con-35-toneladas-de-cocaina,Archived Link - Mexico,,b1307a85-e18e-4a2a-8308-44159a6b33fc
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,3650.0,Kilogram,Maritime,Fishing vessel; crew pretended to be pilgrims,Europe,Spain,Galicia,A Coruña,,,,,,,,,,,,,,,,,,"Spanish authorities seized 3,650 kg of cocaine off A Coruña; crew simulated pilgrims.",,,,https://efe.com/galicia/los-tripulantes-detenidos-en-a-coruna-con-3-650-kilos-de-cocaina-simularon-ser-peregrinos/,Archived Link - Spain,,1cba58af-0792-434a-b6a4-6cb739519ab2
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,3650.0,Kilogram,Maritime,Fishing vessel; crew pretended to be pilgrims,Europe,Spain,Galicia,A Coruña,,,,,,,,,,,,,,,,,,"Spanish authorities seized 3,650 kg of cocaine off A Coruña; crew simulated pilgrims.",,,,https://efe.com/galicia/los-tripulantes-detenidos-en-a-coruna-con-3-650-kilos-de-cocaina-simularon-ser-peregrinos/,Archived Link - Spain,,b6809a6c-e989-49de-92bf-64d98afcb2ac
Seizure,Other (explain in Description),2025-06-02,2025-06-10,2025,6,2,8,Cocaine,6300.0,Kilogram,Maritime,,Central America,El Salvador,,,,,,Central America,El Salvador,,,,,,,,,,,,,"En 8 días, el gobierno salvadoreño ha decomisado 6,3 toneladas de cocaína en aguas del pacífico y ha detenido a 17 personas. Los operativos se han dado en casos en que la droga es movilizada en embarcaciones. Se han detenido 5 de estos vehículos.",,,,https://www.laprensagrafica.com/elsalvador/Marina-de-El-Salvador-incauta-6.3-toneladas-de-cocaina-en-aguas-del-Pacifico-20250620-0092.html,Archived Link - El Salvador,,910cd787-1c29-4940-a3a6-999a69aaebb2
Seizure,Month,2025-06-02,2025-06-10,2025,6,2,8,Cocaine,6300.0,Kilogram,Maritime,,Central America,El Salvador,,,,,,,,,,,,,,,,,,,,"The National Navy intercepted five vessels carrying 6.3 tons of cocaine nearly 1,000 nautical miles (1,852 km) off the Salvadoran coast. Resulted in the capture of 17 drug traffickers of Ecuadorian, Colombian, Mexican, and Guatemalan nationality",,,,https://diario.elmundo.sv/nacionales/marina-incauta-63-toneladas-de-cocaina-valorada-en-1574-millones,Archived Link - El Salvador,,e9717cbb-629f-498f-9b7c-06702b3c8dc1
Crop Eradication,Multi-Month,2025-09-25,,2025,9,25,,Cocaine,707904.0,Kilogram,Land,National eradication campaign,South America,Colombia,,,,,,,,,,,,,,,,,,,,"MinDefensa reports destruction of 4,813 cocaine labs in 2025 up to September.",,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/mindefensa-reporta-un-aumento-del-5-en-la-incautacion-de-cocaina-y-la-destruccion-de-4-813-laboratorios-en-lo-que-va-de-2025-3495554,Archived Link - Colombia,,07168497-ac14-4ead-8818-d71c1fea3261
Crop Eradication,Multi-Month,2025-09-25,,2025,9,25,,Cocaine,707904.0,Kilogram,Land,National eradication campaign,South America,Colombia,,,,,,,,,,,,,,,,,,,,"MinDefensa reports destruction of 4,813 cocaine labs in 2025 up to September.",,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/mindefensa-reporta-un-aumento-del-5-en-la-incautacion-de-cocaina-y-la-destruccion-de-4-813-laboratorios-en-lo-que-va-de-2025-3495554,Archived Link - Colombia,,62257f50-d4d6-4e19-8dbb-33e39313b52f
Seizure,Individual,2025-04-14,,2025,4,14,,Cocaine,,,Air,,South America,Brazil,São Paulo,Guarulhos,,,,,,,,,,,,Europe,France,Ile de France,Paris,,,"La Policía Federal, en el Aeropuerto Internacional de São Paulo/Guarulhos, detuvo entre el 12 y el 13 de abril a dos pasajeros que intentaban embarcar en un vuelo a Europa con drogas. En acciones separadas, agentes de la policía federal que trabajan inspeccionando pasajeros y equipaje en las puertas de inmigración entrevistaron a dos pasajeros que se dirigían a París, Francia. Durante el acercamiento, ambos confesaron voluntariamente haber ingerido cápsulas que contenían cocaína. Dado el alto riesgo para sus vidas, las mujeres fueron llevadas inmediatamente al Hospital General de Guarulhos, donde permanecerán bajo custodia hospitalaria de la Policía Penal del Estado de São Paulo hasta que reciban el alta.",,,,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/04/pf-prende-duas-passageiras-com-droga-em-capsulas-no-aparelho-digestivo,Archived Link - Brazil,Cocaine Pipeline,1085ab17-f398-4dcf-ba02-ed20272264f9
Seizure,Individual,2025-10-01,,2025,10,1,,Cocaine,,,Air,Passenger arrested at Guarulhos for international trafficking,South America,Brazil,São Paulo,Guarulhos,,,,,,,,,,,,,,,,,,PF arrested a woman at Guarulhos airport for international cocaine trafficking.,,,,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/10/pf-prende-foragido-por-crime-sexual-e-passageira-por-trafico-internacional-em-guarulhos-sp-1 ,,,3a4c4153-35cb-496a-89e3-d5dcb06ed184
